point_id,old_value,new_value,basis
lang-lacq-blimp-llama70b,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
lang-xfer-eu-latxa13b,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
phys-vima200m-visual-manipulation,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
vending-bench-2-gpt56sol,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
vending-bench-2-opus46,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
vending-bench-2-opus47,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
vending-bench-2-opus5,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
game-searchless270m-lichess-puzzle,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
agen-village-gemini25-first-website,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
agen-village-opus41-connections-prototype,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
agen-village-opus41-benefits-screener,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
game-chess-move-gpt35,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
phys-openvla-corn-placement-demos,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
agen-mlebench-operand-insults,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
lang-xfer-ja-swallow70b,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
reas-strawberry-opus41,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
reas-strawberry-sonnet4,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
reas-strawberry-gpt5-chat,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
reas-strawberry-gpt5-mini,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
reas-strawberry-gpt5-nano,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
reas-strawberry-gemini25-flash,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
reas-strawberry-gemini25-pro,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
reas-strawberry-kimi-k2,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
reas-strawberry-gpt-oss120b,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
reas-strawberry-gpt-oss20b,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
reas-math-minerva62b-greedy,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
reas-math-minerva62b-majority256,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
memo-ruler-passkey-4096-llama31-8b,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
memo-ruler-passkey-131072-llama31-8b,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
reas-lean-minif2f-deepseekprov2-cot32,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
reas-gsm8k-qwen25math15b-batched,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
short-one-plus-one-gpt-5,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
short-bridge-torch-easy-10m-gpt-5,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
short-one-plus-one-o3-mini-high,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
short-bridge-torch-easy-10m-o3-mini-high,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
