point_id,source_dataset,old_label,action,new_label,scores_used,reason
agen-metr3-iclrtop25-gpt4o,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0 vs human 0.737; successes AI 0/4, human 2/5",AI 0.00 of human on the benchmark metric
agen-metr3-iclrtop25-gpt5,METR Time Horizon 1.1 / HCAST,below,keep_below,below,"mean continuous score AI 0.46125 vs human 0.737; successes AI 0/4, human 2/5",AI 0.63 of human on the benchmark metric
agen-metr3-iclrtop25-o1,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0.125 vs human 0.737; successes AI 0/4, human 2/5",AI 0.17 of human on the benchmark metric
agen-metr3-iclrtop5-claude35s,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0 vs human 0.7362; successes AI 0/4, human 2/5",AI 0.00 of human on the benchmark metric
agen-metr3-iclrtop5-claude37,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0.0105 vs human 0.7362; successes AI 0/4, human 2/5",AI 0.01 of human on the benchmark metric
agen-metr3-iclrtop5-gemini3,METR Time Horizon 1.1 / HCAST,below,keep_below,below,"mean continuous score AI 0.5925 vs human 0.7362; successes AI 0/4, human 2/5",AI 0.80 of human on the benchmark metric
agen-metr3-iclrtop5-gpt4,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0 vs human 0.7362; successes AI 0/6, human 2/5",AI 0.00 of human on the benchmark metric
agen-metr3-iclrtop5-gpt4o,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0.00125 vs human 0.7362; successes AI 0/4, human 2/5",AI 0.00 of human on the benchmark metric
agen-metr3-iclrtop5-gpt5,METR Time Horizon 1.1 / HCAST,below,keep_below,below,"mean continuous score AI 0.4675 vs human 0.7362; successes AI 0/4, human 2/5",AI 0.64 of human on the benchmark metric
agen-metr3-iclrtop5-gpt53codex,METR Time Horizon 1.1 / HCAST,below,keep_below,below,"mean continuous score AI 0.655 vs human 0.7362; successes AI 0/8, human 2/5",AI 0.89 of human on the benchmark metric
agen-metr3-iclrtop5-o1,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0.059 vs human 0.7362; successes AI 0/4, human 2/5",AI 0.08 of human on the benchmark metric
agen-metr3-iclrtop5-opus46,METR Time Horizon 1.1 / HCAST,below,keep_below,below,"mean continuous score AI 0.665 vs human 0.7362; successes AI 0/6, human 2/5",AI 0.90 of human on the benchmark metric
agen-metr3-layersquares-claude35s,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0.25 vs human 0.666667; successes AI 1/4, human 2/3",AI 0.37 of human on the benchmark metric
agen-metr3-layersquares-gpt4,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0.119403 vs human 0.666667; successes AI 0/6, human 2/3",AI 0.18 of human on the benchmark metric
agen-metr3-layersquares-gpt4o,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0.100746 vs human 0.666667; successes AI 0/4, human 2/3",AI 0.15 of human on the benchmark metric
agen-metr3-layersquares-o1,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0.25 vs human 0.666667; successes AI 1/4, human 2/3",AI 0.37 of human on the benchmark metric
agen-metr3-luhndigits-gpt4,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0.333333 vs human 0.75; successes AI 2/6, human 3/4","AI 0.44 of human on the benchmark metric (borderline, ratio 0.44)"
agen-metr3-luhndigits-gpt4o,METR Time Horizon 1.1 / HCAST,below,keep_below,below,"mean continuous score AI 0.5 vs human 0.75; successes AI 2/4, human 3/4",AI 0.67 of human on the benchmark metric
agen-metr3-luhndigits-o1,METR Time Horizon 1.1 / HCAST,below,keep_below,below,"mean continuous score AI 0.5 vs human 0.75; successes AI 2/4, human 3/4",AI 0.67 of human on the benchmark metric
agen-metr3-mungetraj-claude35s,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0 vs human 0.666667; successes AI 0/4, human 2/3",AI 0.00 of human on the benchmark metric
agen-metr3-mungetraj-claude37,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0 vs human 0.666667; successes AI 0/4, human 2/3",AI 0.00 of human on the benchmark metric
agen-metr3-mungetraj-gemini3,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0 vs human 0.666667; successes AI 0/4, human 2/3",AI 0.00 of human on the benchmark metric
agen-metr3-mungetraj-gpt4,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0 vs human 0.666667; successes AI 0/6, human 2/3",AI 0.00 of human on the benchmark metric
agen-metr3-mungetraj-gpt4o,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0 vs human 0.666667; successes AI 0/4, human 2/3",AI 0.00 of human on the benchmark metric
agen-metr3-mungetraj-gpt5,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0 vs human 0.666667; successes AI 0/4, human 2/3",AI 0.00 of human on the benchmark metric
agen-metr3-mungetraj-o1,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0 vs human 0.666667; successes AI 0/4, human 2/3",AI 0.00 of human on the benchmark metric
agen-metr3-mungetraj-opus46,METR Time Horizon 1.1 / HCAST,below,keep_below,below,"mean continuous score AI 0.333333 vs human 0.666667; successes AI 2/6, human 2/3","AI 0.50 of human on the benchmark metric (borderline, ratio 0.50)"
agen-metr3-mysteryfn4-claude35s,METR Time Horizon 1.1 / HCAST,below,keep_below,below,"mean continuous score AI 0.5 vs human 1; successes AI 2/4, human 3/3","AI 0.50 of human on the benchmark metric (borderline, ratio 0.50)"
agen-metr3-mysteryfn4-gpt4,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0.166667 vs human 1; successes AI 1/6, human 3/3",AI 0.17 of human on the benchmark metric
agen-metr3-mysteryfn4-gpt4o,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0 vs human 1; successes AI 0/4, human 3/3",AI 0.00 of human on the benchmark metric
agen-metr3-mysteryfn8-gpt4,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0.166667 vs human 1; successes AI 1/6, human 3/3",AI 0.17 of human on the benchmark metric
agen-metr3-mysteryfn8-gpt4o,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0 vs human 1; successes AI 0/4, human 3/3",AI 0.00 of human on the benchmark metric
agen-metr3-ormallbugs-claude35s,METR Time Horizon 1.1 / HCAST,below,keep_below,below,"mean continuous score AI 0.442308 vs human 0.793103; successes AI 1/4, human 23/29","AI 0.56 of human on the benchmark metric (borderline, ratio 0.56)"
agen-metr3-ormallbugs-gpt4,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0 vs human 0.793103; successes AI 0/6, human 23/29",AI 0.00 of human on the benchmark metric
agen-metr3-ormsomebugs-gpt4,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0.0512821 vs human 0.830546; successes AI 0/6, human 56/69",AI 0.06 of human on the benchmark metric
agen-metr3-oxdna-claude35s,METR Time Horizon 1.1 / HCAST,below,keep_below,below,"mean continuous score AI 0.5 vs human 1; successes AI 2/4, human 3/3","AI 0.50 of human on the benchmark metric (borderline, ratio 0.50)"
agen-metr3-oxdna-gpt4,METR Time Horizon 1.1 / HCAST,below,keep_below,below,"mean continuous score AI 0.666667 vs human 1; successes AI 4/6, human 3/3",AI 0.67 of human on the benchmark metric
agen-metr3-oxdna-o1,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0.25 vs human 1; successes AI 1/4, human 3/3",AI 0.25 of human on the benchmark metric
agen-metr3-picoctf316-gpt4,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0.333333 vs human 0.75; successes AI 2/6, human 3/4","AI 0.44 of human on the benchmark metric (borderline, ratio 0.44)"
agen-metr3-picoctf316-gpt4o,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0.25 vs human 0.75; successes AI 1/4, human 3/4",AI 0.33 of human on the benchmark metric
agen-metr3-reversehash3-claude35s,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0 vs human 1; successes AI 0/4, human 2/2",AI 0.00 of human on the benchmark metric
agen-metr3-reversehash3-claude37,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0 vs human 1; successes AI 0/4, human 2/2",AI 0.00 of human on the benchmark metric
agen-metr3-reversehash3-gpt4,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0.166667 vs human 1; successes AI 1/6, human 2/2",AI 0.17 of human on the benchmark metric
agen-metr3-tex33b65b-claude35s,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0 vs human 1; successes AI 0/4, human 3/3",AI 0.00 of human on the benchmark metric
agen-metr3-tex33b65b-gpt4,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0 vs human 1; successes AI 0/6, human 3/3",AI 0.00 of human on the benchmark metric
agen-metr3-tex33b65b-gpt4o,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0.25 vs human 1; successes AI 1/4, human 3/3",AI 0.25 of human on the benchmark metric
agen-metr3-texarreport-claude35s,METR Time Horizon 1.1 / HCAST,below,keep_below,below,"mean continuous score AI 0.5 vs human 1; successes AI 2/4, human 2/2","AI 0.50 of human on the benchmark metric (borderline, ratio 0.50)"
agen-metr3-texarreport-gpt4,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0 vs human 1; successes AI 0/6, human 2/2",AI 0.00 of human on the benchmark metric
agen-metr3-texarreport-gpt4o,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0 vs human 1; successes AI 0/4, human 2/2",AI 0.00 of human on the benchmark metric
agen-metr3-texarreport-o1,METR Time Horizon 1.1 / HCAST,below,keep_below,below,"mean continuous score AI 0.5 vs human 1; successes AI 2/4, human 2/2","AI 0.50 of human on the benchmark metric (borderline, ratio 0.50)"
agen-metr3-wikispeaker-gpt4,METR Time Horizon 1.1 / HCAST,below,exclude,,"mean continuous score AI 0 vs human 1; successes AI 0/6, human 3/3",AI 0.00 of human on the benchmark metric
agen-metr3-swaa-alert1-gemini3,METR Time Horizon 1.1 / SWAA,below,keep_below,below,"mean continuous score AI 0.666667 vs human 1; successes AI 4/6, human 4/4",AI 0.67 of human on the benchmark metric
reas-strawberry-gemini25-flash,Max Woolf strawberry letter-count experiment (2025),below,keep_below,below,90/100 correct counts vs reliable literate adult,0.90 of an assumed ~100% baseline
perc-mammo-deepmind,"McKinney et al. (2020), US reader study",above,above,above,AUC 11.5 points above the mean reader and above all six readers,a solid margin over radiologists who do the job
lang-mmlu-parity-typical,Measuring Massive Multitask Language Understanding,above,above,above,"43.9% vs unspecialized humans 34.5%, chance 25%","humans exactly half the AI net of chance (borderline, human/AI 0.50)"
reas-math-minerva62b-greedy,Minerva; MATH,below,keep_below,below,27.6% vs human 8/20 (40%) in the original assessment,0.69 of the human score
robo-shrimp-aloha,Mobile ALOHA,below,exclude,,2/5 full attempts vs assumed reliable human,"40% of an assumed ~100% baseline, under half (borderline, ratio 0.40)"
memo-nolima-llama-32k,"Modarressi et al.2025, NoLiMa",below,exclude,,"38.0% benchmark-key accuracy vs a qualitative ""does better"" human target",well under half any plausible searching-reader baseline (NoLiMa human reference is near-ceiling)
game-atari-train-muzero,MuZero; Mnih et al. human Atari tester,above,far_above,far_above,"MuZero 631,378.53 vs tester 4,334.67 on Frostbite",146x the human tester score
physical-dave2-steering-minute,NVIDIA DAVE-2 road tests,below,keep_below,below,~98% autonomous steering time vs a licensed driver,steers the lane with occasional takeovers
reas-work-calendar-naturalplan-gemini15pro-5shot,Natural Plan,below,keep_below,below,534/1000 constraint satisfaction vs assumed 90%,"0.59 of the assumed human baseline (borderline, ratio 0.59)"
noy-zhang-ar-glasses-press-release,"Noy and Zhang (2023), professional writing experiment",above,above,above,AI 5.521 vs unaided humans 4.097 on a 1-7 scale,humans 0.69 of the AI net of the scale floor
noy-zhang-churn-analysis-plan,"Noy and Zhang (2023), professional writing experiment",above,above,above,AI 4.617 vs unaided humans 3.422 on a 1-7 scale,humans 0.67 of the AI net of the scale floor
noy-zhang-hr-reorganization-email,"Noy and Zhang (2023), professional writing experiment",above,above,above,AI 5.722 vs unaided humans 3.711 on a 1-7 scale,humans 0.57 of the AI net of the scale floor
noy-zhang-hr-vr-email,"Noy and Zhang (2023), professional writing experiment",above,above,above,AI 4.963 vs unaided humans 3.562 on a 1-7 scale,humans 0.65 of the AI net of the scale floor
noy-zhang-manager-reorganization-email,"Noy and Zhang (2023), professional writing experiment",above,above,above,AI 5.051 vs unaided humans 3.760 on a 1-7 scale,humans 0.68 of the AI net of the scale floor
noy-zhang-manager-vr-email,"Noy and Zhang (2023), professional writing experiment",above,above,above,AI 5.079 vs unaided humans 3.911 on a 1-7 scale,humans 0.71 of the AI net of the scale floor
noy-zhang-notification-analysis-plan,"Noy and Zhang (2023), professional writing experiment",above,above,above,AI 5.167 vs unaided humans 3.620 on a 1-7 scale,humans 0.63 of the AI net of the scale floor
noy-zhang-smartbike-press-release,"Noy and Zhang (2023), professional writing experiment",above,above,above,AI 6.000 vs unaided humans 4.153 on a 1-7 scale,humans 0.63 of the AI net of the scale floor
ora-mnist-c-recognition,ORA human recognition experiment,above,undecidable,,stimuli selected for correct AI recognition; human error rate on the same images not reported,the selection fixes AI accuracy at 100% and no human rate is stated; leave at above if not resolved
agen-osworld,OSWorld / OSWorld-Human,below,exclude,,0/1 state check vs assumed human success,single run failed with no partial completion recorded
perc-ocr-gpt4o-omnidocbench-en,OmniDocBench v1.0,below,keep_below,below,"text edit distance 0.144, CDM 72.8, TEDS 72.0 vs expert transcription",produces the full transcription with more errors
game-dota2-train-openaifive,OpenAI Five; Röhlcke et al. Dota 2 expertise study,above,above,above,"beat world champions OG 2-0; proxy cohort mean MMR 5,634",above the high-skill human endpoint without an unreachable margin
perc-geoguessr-pigeon,PIGEON CVPR 2024 live GeoGuessr evaluation,above,above,above,median error 73 km vs champion-division humans 151 km,twice as accurate as humans who do the task well
robo-pick-rt2,RT-2 generalization evaluation,below,keep_below,below,70% on the unseen-object group vs assumed reliable human,70% of an assumed ~100% baseline
resnet50_imagenet_10crop,ResNet ImageNet classification,below,keep_below,below,top-5 error 6.71% vs human 5.1%,"same job, modestly more errors"
lang-rc-squad-bert-base,SQuAD v1.1,below,keep_below,below,F1 88.5 vs single-human 91.04,"same job, marginally worse"
game-chess-alphazero,Silver et al. 2017 AlphaZero,above,far_above,far_above,"28 wins, 72 draws, 0 losses vs Stockfish 8",engine strength no human player reaches
game-go-alphagozero-1600,"Silver et al., Mastering the game of Go without human knowledge (2017)",above,above,above,20-block 1600-simulation player above AlphaGo Lee on the human-anchored curve,"evidence supports above elite human play, with no quantified margin"
game-go-alphagozero-40block-1600,"Silver et al., Mastering the game of Go without human knowledge (2017)",above,far_above,far_above,Elo ~5000 vs human-anchored Lee 3739 and Master baselines,a ~1300 Elo step beyond the strongest human-anchored reference
game-go-alphagozero-40block-policy,"Silver et al., Mastering the game of Go without human knowledge (2017)",below,keep_below,below,raw policy Elo 3055 vs AlphaGo Lee 3739 on the human-anchored scale,plays professional-strength Go below the world-class baseline
memo-story-eyespy-llama3-8b-taskpr,Simulating Human Memory with Language Models,above,above,above,recall similarity AI 0.760 vs humans 0.619,humans 0.81 of the AI
memo-story-oregon-trail-llama3-8b-taskpr,Simulating Human Memory with Language Models,above,above,above,recall similarity AI 0.737 vs humans 0.534,humans 0.72 of the AI
memo-story-pieman-llama3-8b-taskpr,Simulating Human Memory with Language Models,above,above,above,recall similarity AI 0.880 vs humans 0.613,humans 0.70 of the AI
memo-book-name-cloze-gpt4,"Speak, Memory (2023)",above,far_above,far_above,24.45% correct masked names vs an author scoring 0%,"the human reference does not do the task at all, though the AI rate is itself low and the human figure is one author on another sample"
agen-work-spreadsheet-4o-single200,SpreadsheetBench,below,exclude,,15.02% hard success vs expert cohort 62%,0.24 of the expert rate
exec-flanker-incongruent-llama31-8b,"Strong Memory, Weak Control: flanker task",below,exclude,,47.1% correct vs human 78.5%; two response options give a 50% chance floor,at or below the chance floor
robo-drone-swift,Swift drone racing,above,above,above,17.46 s vs best human 17.96 s,a half-second edge over the fastest human pilot
admin-taxcalc2024-hoh-box12-flash,TaxCalcBench (original July 2025 release),below,keep_below,below,0/4 fully correct returns; mean line accuracy 71.05% vs a checked return,"produces the complete return with the bottom line wrong (headline metric 0/4, partial-credit metric 71.05%)"
